repo_name,total_contributions,n_contributors_total,core_n,peripheral_n,core_peripheral_ratio,core_top_fraction
ropensci/dbhydroR,12,2,1,1,1.0,0.2
astropy/astroscrappy,39,2,1,1,1.0,0.2
astropy/photutils-benchmarks,2,2,1,1,1.0,0.2
jump-dev/SDPLR.jl,7,2,1,1,1.0,0.2
OSGeo/spatialreference.org,76,2,1,1,1.0,0.2
galaxyproject/gxyarchiver,31,2,1,1,1.0,0.2
conda/conda_build_test_recipe,5,2,1,1,1.0,0.2
ropensci/rebird,132,2,1,1,1.0,0.2
Open-MBEE/exec-mmsri,50,2,1,1,1.0,0.2
openfheorg/aaai-2024-lab-materials,15,2,1,1,1.0,0.2
econ-ark/EpiExp,7,2,1,1,1.0,0.2
nteract/nteract-next,73,2,1,1,1.0,0.2
ropensci/rangr,195,2,1,1,1.0,0.2
openfheorg/python-log-reg-examples,38,2,1,1,1.0,0.2
QuantEcon/lecture-dle,61,2,1,1,1.0,0.2
Open-MBEE/exec-ve,52,2,1,1,1.0,0.2
jupyter/jupyter-communitycalls,4,2,1,1,1.0,0.2
QuantEcon/imf_2024,101,2,1,1,1.0,0.2
napari/napari-tiff,60,2,1,1,1.0,0.2
econ-ark/EstimatingMicroDSOPs,97,2,1,1,1.0,0.2
econ-ark/Aiyagari-Idiosyncratic,11,2,1,1,1.0,0.2
jump-dev/Gurobi_jll.jl,119,2,1,1,1.0,0.2
ropensci/weatherOz,1772,2,1,1,1.0,0.2
jump-dev/Xpress_jll.jl,35,2,1,1,1.0,0.2
zarr-developers/n5py,90,2,1,1,1.0,0.2
ropensci/nuts,44,2,1,1,1.0,0.2
Open-MBEE/architecture-based-risk-analysis,7,2,1,1,1.0,0.2
scipy/pocketfft,37,2,1,1,1.0,0.2
QuantEcon/tmp-github-git-tutorial,3,2,1,1,1.0,0.2
ropensci/baRulho,265,2,1,1,1.0,0.2
Open-MBEE/exec-cameo-mdk,90,2,1,1,1.0,0.2
scverse/rapids_singlecell-notebooks,14,2,1,1,1.0,0.2
bokeh/bokeh-fastapi,71,2,1,1,1.0,0.2
ropensci/dendroNetwork,55,2,1,1,1.0,0.2
scipy/scipy_doctest,74,2,1,1,1.0,0.2
bokeh/bokeh_sampledata,64,2,1,1,1.0,0.2
MDAnalysis/mdgeomkit,12,2,1,1,1.0,0.2
napari/island-dispatch,5,2,1,1,1.0,0.2
scverse/pertpy-tutorials,47,2,1,1,1.0,0.2
napari/pins,688,2,1,1,1.0,0.2
SciML/FastSolvers.jl,45,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITK-Wasm,679,2,1,1,1.0,0.2
SciML/CommonWorldInvalidations.jl,15,2,1,1,1.0,0.2
MDAnalysis/helanal,32,2,1,1,1.0,0.2
cupy/cccl,324,2,1,1,1.0,0.2
MDAnalysis/omnireader,43,2,1,1,1.0,0.2
ropensci/karel,4,2,1,1,1.0,0.2
MDAnalysis/UGM2024,51,2,1,1,1.0,0.2
tardis-sn/research_news,20,2,1,1,1.0,0.2
sgkit-dev/vcztools,103,2,1,1,1.0,0.2
ropensci/historydata,61,2,1,1,1.0,0.2
conda/conda-classic-solver,1209,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKNornir,49,2,1,1,1.0,0.2
ropensci/slopes,8,2,1,1,1.0,0.2
MDAnalysis/MDAnalysisWorkshop-Intermediate1Day,20,2,1,1,1.0,0.2
scverse/cookiecutter-scverse-presentation,64,2,1,1,1.0,0.2
jump-dev/open-energy-modeling-benchmarks,103,2,1,1,1.0,0.2
econ-ark/FOSSProF,37,2,1,1,1.0,0.2
sunpy/github-actions-workflows,74,2,1,1,1.0,0.2
astropy/learn-astropy-tutorial-theme,8,2,1,1,1.0,0.2
astropy/pyregion,12,2,1,1,1.0,0.2
ropensci/chopin,51,2,1,1,1.0,0.2
scverse/pertpy-datasets,19,2,1,1,1.0,0.2
FEniCS/oldqa,3,2,1,1,1.0,0.2
scverse/formulaic-contrasts,56,2,1,1,1.0,0.2
ropensci/agroclimatico,9,2,1,1,1.0,0.2
ropensci/gigs,23,2,1,1,1.0,0.2
pybamm-team/liionpack-bench,1066,1,1,0,inf,0.2
pybamm-team/BattBot,1970,1,1,0,inf,0.2
gnu-octave/statistics-bootstrap,977,1,1,0,inf,0.2
matplotlib/devdocs,2572,1,1,0,inf,0.2
ropensci/rdflib,21,1,1,0,inf,0.2
fortran-lang/stdlib-docs,134,1,1,0,inf,0.2
matplotlib/mplcairo,190,1,1,0,inf,0.2
matplotlib/basemap,1250,1,1,0,inf,0.2
ropensci/babette,169,1,1,0,inf,0.2
ropensci/nomisr,12,1,1,0,inf,0.2
WorldWideTelescope/wwt-nginx-core,20,1,1,0,inf,0.2
petsc/petsc,15747,1,1,0,inf,0.2
lfortran/tarballs,2571,1,1,0,inf,0.2
lfortran/wfo-deploy,235,1,1,0,inf,0.2
lfortran/docs.lfortran.org,2492,1,1,0,inf,0.2
ropensci/tesseract,39,1,1,0,inf,0.2
WorldWideTelescope/wwt-user-website,51,1,1,0,inf,0.2
InsightSoftwareConsortium/SimpleITK,10784,1,1,0,inf,0.2
matplotlib/ProjectManagement,26,1,1,0,inf,0.2
ropensci/GSODR,486,1,1,0,inf,0.2
ropensci/nodbi,368,1,1,0,inf,0.2
InsightSoftwareConsortium/InsightJournalTemplate,4,1,1,0,inf,0.2
ropensci/mctq,63,1,1,0,inf,0.2
stan-dev/jenkins-shared-libraries,44,1,1,0,inf,0.2
nteract/meeting-minutes,1,1,1,0,inf,0.2
pystatgen/sgkit-benchmarks-asv,124,1,1,0,inf,0.2
matplotlib/mplfinance,184,1,1,0,inf,0.2
WorldWideTelescope/zola-wwtguide,9,1,1,0,inf,0.2
WorldWideTelescope/worldwide-telescope-infrastructure-guide,12,1,1,0,inf,0.2
OSGeo/MOSS,7,1,1,0,inf,0.2
QuantEcon/lecture-python.notebooks,84,1,1,0,inf,0.2
QuantEcon/lecture-python-advanced.notebooks,38,1,1,0,inf,0.2
zarr-developers/zarr.dev,2,1,1,0,inf,0.2
ropensci/rppo,134,1,1,0,inf,0.2
astropy/photutils,2539,1,1,0,inf,0.2
ropensci/lingtypology,67,1,1,0,inf,0.2
pydata/pandas-datareader,36,1,1,0,inf,0.2
QuantEcon/lecture-julia.notebooks,11,1,1,0,inf,0.2
pymc-devs/pymc-sandbox,7,1,1,0,inf,0.2
galaxyproject/ptdk,38,1,1,0,inf,0.2
dask/fastparquet,113,1,1,0,inf,0.2
scipy/.github,2,1,1,0,inf,0.2
ropensci/Hydrology,3,1,1,0,inf,0.2
numpy/numpy-surveys,3,1,1,0,inf,0.2
ropensci/tracerer,45,1,1,0,inf,0.2
gnu-octave/pkg-apa,9,1,1,0,inf,0.2
pangeo-data/WeatherBench,3,1,1,0,inf,0.2
spyder-ide/pysyntect,2,1,1,0,inf,0.2
spyder-ide/docrepr,36,1,1,0,inf,0.2
ropensci/bibtex,22,1,1,0,inf,0.2
QuantEcon/rvlib,1,1,1,0,inf,0.2
bokeh/bokeh-docs-onebox,1,1,1,0,inf,0.2
gammapy/enrico,116,1,1,0,inf,0.2
ropensci/rtweet,997,1,1,0,inf,0.2
ropensci/phonfieldwork,28,1,1,0,inf,0.2
ropensci/tradestatistics,47,1,1,0,inf,0.2
ropensci/europepmc,34,1,1,0,inf,0.2
ropensci/webservices,6,1,1,0,inf,0.2
ropensci/mapscanner,40,1,1,0,inf,0.2
ropensci/clifro,7,1,1,0,inf,0.2
WorldWideTelescope/pywwt-notebooks,25,1,1,0,inf,0.2
OSGeo/mantra-seekers,1,1,1,0,inf,0.2
ropensci/opentripplanner,73,1,1,0,inf,0.2
Open-MBEE/view-service,12,1,1,0,inf,0.2
ropensci/rbison,1,1,1,0,inf,0.2
ropensci/refsplitr,116,1,1,0,inf,0.2
ropensci/jaod,1,1,1,0,inf,0.2
ropensci/rdopa,1,1,1,0,inf,0.2
ropensci/magick,81,1,1,0,inf,0.2
sympy/sympy-docs-survey,18,1,1,0,inf,0.2
yt-project/ytep,6,1,1,0,inf,0.2
galaxyproject/ansible-role-tusd,4,1,1,0,inf,0.2
geopandas/geo-arrow-spec,4,1,1,0,inf,0.2
nteract/commuter,5,1,1,0,inf,0.2
ropensci/rfema,18,1,1,0,inf,0.2
ropensci/ruODK,152,1,1,0,inf,0.2
gammapy/gammapy-paper,1,1,1,0,inf,0.2
astropy/integration-testing,4,1,1,0,inf,0.2
galaxyproject/dunovo,116,1,1,0,inf,0.2
pangeo-data/branding,3,1,1,0,inf,0.2
ropensci/smapr,278,1,1,0,inf,0.2
ropensci/tidyhydat,193,1,1,0,inf,0.2
ropensci/SymbiotaR2,2,1,1,0,inf,0.2
scientific-python/archive,4,1,1,0,inf,0.2
ropensci/DoOR.data,4,1,1,0,inf,0.2
econ-ark/TITLARK,10,1,1,0,inf,0.2
WorldWideTelescope/worldwidetelescope.github.io,89,1,1,0,inf,0.2
jupyter/nbviewer.org-deploy,7,1,1,0,inf,0.2
scipy/oldest-supported-numpy,52,1,1,0,inf,0.2
OSGeo/libgeotiff,79,1,1,0,inf,0.2
SciML/SciMLCourse,1,1,1,0,inf,0.2
ropensci/tidytags,153,1,1,0,inf,0.2
stan-dev/stan2tfp,5,1,1,0,inf,0.2
ropensci/c14bazAAR,96,1,1,0,inf,0.2
ropensci/bikedata,6,1,1,0,inf,0.2
ropensci/rotl,19,1,1,0,inf,0.2
pangeo-data/pangeo-cloud-federation,4,1,1,0,inf,0.2
ropensci/DataSpaceR,38,1,1,0,inf,0.2
ropensci/prism,58,1,1,0,inf,0.2
ropensci/riem,46,1,1,0,inf,0.2
astropy/package-template,31,1,1,0,inf,0.2
JuliaLang/Statistics.jl,2,1,1,0,inf,0.2
ropensci/infx,1,1,1,0,inf,0.2
ropensci/av,105,1,1,0,inf,0.2
OSGeo/PROJ-JNI,60,1,1,0,inf,0.2
ropensci/katex,15,1,1,0,inf,0.2
QuantEcon/jupyterhub-anu-emet2007,10,1,1,0,inf,0.2
pangeo-data/numcodecs,22,1,1,0,inf,0.2
sympy/sympy-bot,26,1,1,0,inf,0.2
WorldWideTelescope/wwt-core-catalogs,378,1,1,0,inf,0.2
pandas-dev/pandas-dev-flaker,11,1,1,0,inf,0.2
ropensci/beastier,225,1,1,0,inf,0.2
ropensci/refimpact,1,1,1,0,inf,0.2
scientific-python/accessibility.scientific-python.org,4,1,1,0,inf,0.2
ropensci/arkdb,26,1,1,0,inf,0.2
Open-MBEE/auth-service,31,1,1,0,inf,0.2
InsightSoftwareConsortium/craco-itk,32,1,1,0,inf,0.2
galaxyproject/ansible-collection-galaxy,12,1,1,0,inf,0.2
ropensci/pdftools,48,1,1,0,inf,0.2
jupyter/testpath,4,1,1,0,inf,0.2
galaxyproject/gx-tool-db,8,1,1,0,inf,0.2
jump-dev/Cbc.jl,367,1,1,0,inf,0.2
jump-dev/CPLEX.jl,620,1,1,0,inf,0.2
galaxyproject/gx-tool-db-project,4,1,1,0,inf,0.2
scverse/muon-tutorials,7,1,1,0,inf,0.2
stan-dev/sgb,1,1,1,0,inf,0.2
ropensci/excluder,117,1,1,0,inf,0.2
galaxyproject/ansible-miniconda,2,1,1,0,inf,0.2
ropensci/ghql,18,1,1,0,inf,0.2
cupy/cupy-performance,7,1,1,0,inf,0.2
ropensci/biomartr,168,1,1,0,inf,0.2
QuantEcon/lecture-python-programming.notebooks,38,1,1,0,inf,0.2
ropensci/censo2017,14,1,1,0,inf,0.2
galaxyproject/galaxy_mentor_network,55,1,1,0,inf,0.2
MDAnalysis/mda-bot,37,1,1,0,inf,0.2
zarr-developers/.github,9,1,1,0,inf,0.2
jump-dev/AmplNLWriter.jl,410,1,1,0,inf,0.2
jump-dev/MINLPTests.jl,30,1,1,0,inf,0.2
ropensci/roadoi,19,1,1,0,inf,0.2
stan-dev/shinystan,26,1,1,0,inf,0.2
Blosc/c-blosc,101,1,1,0,inf,0.2
stan-dev/atom-language-stan,22,1,1,0,inf,0.2
fortran-lang/benchmarks,3,1,1,0,inf,0.2
Open-MBEE/mms-extensions,1,1,1,0,inf,0.2
ropensci/rnpn,26,1,1,0,inf,0.2
ropensci/rnassqs,29,1,1,0,inf,0.2
gnu-octave/pkg,73,1,1,0,inf,0.2
ropensci/jqr,29,1,1,0,inf,0.2
ropensci/taxa,6,1,1,0,inf,0.2
JuliaLang/PkgDev.jl,10,1,1,0,inf,0.2
scikit-image/scikit-image-web,2,1,1,0,inf,0.2
scikit-image/scikit-image.github.com,23,1,1,0,inf,0.2
QuantEcon/sphinx-tojupyter,15,1,1,0,inf,0.2
ropensci/rrricanes,474,1,1,0,inf,0.2
ropensci/getCRUCLdata,123,1,1,0,inf,0.2
scverse/muon-site,13,1,1,0,inf,0.2
MDAnalysis/mdalint,1,1,1,0,inf,0.2
ropensci/rfigshare,1,1,1,0,inf,0.2
MDAnalysis/RDKitConverter-benchmark,46,1,1,0,inf,0.2
QuantEcon/Bookshelf,2,1,1,0,inf,0.2
gnu-octave/pkg-yaml,2,1,1,0,inf,0.2
ropensci/antiword,42,1,1,0,inf,0.2
galaxyproject/ansible-common-roles,14,1,1,0,inf,0.2
ropensci/osmplotr,76,1,1,0,inf,0.2
ropensci/rfishbase,58,1,1,0,inf,0.2
ropensci/baRcodeR,40,1,1,0,inf,0.2
mlpack/models,59,1,1,0,inf,0.2
networkx/outreachy,611,1,1,0,inf,0.2
scverse/scvi-colab,30,1,1,0,inf,0.2
ropensci/spelling,17,1,1,0,inf,0.2
jupyter/team-compass-template,15,1,1,0,inf,0.2
OSGeo/gdal-extra-drivers,5,1,1,0,inf,0.2
cupy/cupy.dev,17,1,1,0,inf,0.2
pybamm-team/casadi-headers,1,1,1,0,inf,0.2
matplotlib/matplotlib-extension-cookiecutter,1,1,1,0,inf,0.2
scverse/napari-spatial-anndata,20,1,1,0,inf,0.2
arviz-devs/arviz_sandbox,1,1,1,0,inf,0.2
Open-MBEE/mms5-load-service,5,1,1,0,inf,0.2
InsightSoftwareConsortium/itk-torch-transform-bridge,13,1,1,0,inf,0.2
spyder-ide/spyder-vcs,5,1,1,0,inf,0.2
galaxyproject/cloudman,23,1,1,0,inf,0.2
ropensci/Rpolyhedra,222,1,1,0,inf,0.2
Cantera/cantera-ubuntu,26,1,1,0,inf,0.2
QuantEcon/lecture-econometrics-machine-learning,3,1,1,0,inf,0.2
Open-MBEE/opl,1,1,1,0,inf,0.2
sympy/sympy-web-static,2,1,1,0,inf,0.2
fortran-lang/test-drive,15,1,1,0,inf,0.2
InsightSoftwareConsortium/itk_cucim,26,1,1,0,inf,0.2
QuantEcon/CompEcon.jl,2,1,1,0,inf,0.2
nteract/scrapbook,2,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKClangFormatLinterAction,4,1,1,0,inf,0.2
jump-dev/GSOC2022,6,1,1,0,inf,0.2
ropensci/rsvg,56,1,1,0,inf,0.2
mlpack/jenkins-conf,16,1,1,0,inf,0.2
galaxyproject/galaxy-visualizations,4,1,1,0,inf,0.2
ropensci/gbifdb,25,1,1,0,inf,0.2
gnu-octave/cc0-octave-fluent-icons,7,1,1,0,inf,0.2
ropensci/beautier,506,1,1,0,inf,0.2
ropensci/mauricer,94,1,1,0,inf,0.2
ropensci/mcbette,106,1,1,0,inf,0.2
ropensci/handlr,1,1,1,0,inf,0.2
ropensci/EDIutils,139,1,1,0,inf,0.2
gammapy/gamma2022-contribution,5,1,1,0,inf,0.2
sympy/sphinx-math-dollar,9,1,1,0,inf,0.2
jump-dev/JuMPPaperBenchmarks,12,1,1,0,inf,0.2
zarr-developers/zarr-logo,14,1,1,0,inf,0.2
tardis-sn/tardisanalysis,1,1,1,0,inf,0.2
OSGeo/Cat-Interop,11,1,1,0,inf,0.2
ropensci/opencv,84,1,1,0,inf,0.2
ropensci/cde,7,1,1,0,inf,0.2
nteract/mathjax-electron,4,1,1,0,inf,0.2
ropensci/rAvis,2,1,1,0,inf,0.2
ropensci/bold,433,1,1,0,inf,0.2
gnu-octave/SavannahAPI,17,1,1,0,inf,0.2
jump-dev/FlatZinc.jl,9,1,1,0,inf,0.2
pybamm-team/sundials-vcpkg-registry,17,1,1,0,inf,0.2
stan-dev/.github,8,1,1,0,inf,0.2
tardis-sn/open-science-guide,12,1,1,0,inf,0.2
ropensci/unrtf,16,1,1,0,inf,0.2
QuantEcon/BasisMatrices.jl,2,1,1,0,inf,0.2
sympy/sympy-search-analytics,4,1,1,0,inf,0.2
conda/test-cla,46,1,1,0,inf,0.2
ropensci/bowerbird,202,1,1,0,inf,0.2
stan-dev/logos,19,1,1,0,inf,0.2
MDAnalysis/mdanalysis-feedstock,27,1,1,0,inf,0.2
ropensci/UCSCXenaTools,15,1,1,0,inf,0.2
stan-dev/stan-discourse-theme-component,2,1,1,0,inf,0.2
QuantEcon/.github,16,1,1,0,inf,0.2
nteract/spawnteract,1,1,1,0,inf,0.2
SciML/Quadrature.jl,9,1,1,0,inf,0.2
arviz-devs/arviz-devs.github.io,1,1,1,0,inf,0.2
zarr-developers/numcodecs-feedstock,101,1,1,0,inf,0.2
zarr-developers/zarr-feedstock,98,1,1,0,inf,0.2
zarr-developers/jobs-board,35,1,1,0,inf,0.2
astropy/wheel-forge,1,1,1,0,inf,0.2
gnu-octave/doc,44,1,1,0,inf,0.2
MDAnalysis/griddataformats-feedstock,19,1,1,0,inf,0.2
dask/partd,14,1,1,0,inf,0.2
tardis-sn/.github,1,1,1,0,inf,0.2
ropensci/qpdf,21,1,1,0,inf,0.2
ropensci/rromeo,4,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKPrincipalComponentsAnalysis,1,1,1,0,inf,0.2
OSGeo/projjson-submission,8,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKSmoothingRecursiveYvvGaussianFilter,1,1,1,0,inf,0.2
tardis-sn/status,10,1,1,0,inf,0.2
ropensci/opencontext,2,1,1,0,inf,0.2
ropensci/oai,26,1,1,0,inf,0.2
dask/dask-yarn,1,1,1,0,inf,0.2
gnu-octave/octave.org-2001-2016,2,1,1,0,inf,0.2
dask/marketing,1,1,1,0,inf,0.2
dask/dask.github.io,1,1,1,0,inf,0.2
pandas-dev/pandas-compat,2,1,1,0,inf,0.2
ropensci/gtfsr,2,1,1,0,inf,0.2
ropensci/rinat,14,1,1,0,inf,0.2
sympy/planet-sympy,2,1,1,0,inf,0.2
nteract/ipypandex,4,1,1,0,inf,0.2
gammapy/gammapy-extra,2,1,1,0,inf,0.2
ropensci/outsider,2,1,1,0,inf,0.2
ropensci/outsider.devtools,2,1,1,0,inf,0.2
ropensci/outsider.base,2,1,1,0,inf,0.2
ropensci/outsider-testsuites,2,1,1,0,inf,0.2
pandas-dev/.github,2,1,1,0,inf,0.2
ropensci/yfR,53,1,1,0,inf,0.2
ropensci/readODS,227,1,1,0,inf,0.2
gnu-octave/MinusForge,9,1,1,0,inf,0.2
gammapy/gammapy-meetings-1,5,1,1,0,inf,0.2
MDAnalysis/mdanalysistests-feedstock,60,1,1,0,inf,0.2
galaxyproject/msa,1,1,1,0,inf,0.2
gammapy/gp-lts-workflow,4,1,1,0,inf,0.2
ropensci/bittrex,2,1,1,0,inf,0.2
zarr-developers/community-calls,60,1,1,0,inf,0.2
networkx/networkx-metis,1,1,1,0,inf,0.2
pangeo-data/cog-best-practices,1,1,1,0,inf,0.2
ropensci/wateRinfo,6,1,1,0,inf,0.2
ropensci/assertr,27,1,1,0,inf,0.2
sunpy/tutorial-notebooks,6,1,1,0,inf,0.2
galaxyproject/galaxy-upload,20,1,1,0,inf,0.2
sunpy/sunpy-vcr-cassettes,5,1,1,0,inf,0.2
bokeh/chromium,5,1,1,0,inf,0.2
ropensci/popler,1,1,1,0,inf,0.2
jump-dev/MathOptFormat,23,1,1,0,inf,0.2
QuantEcon/rse_comp_econ_2022,10,1,1,0,inf,0.2
pandas-dev/pandas-msgpack,2,1,1,0,inf,0.2
gnu-octave/bim,1,1,1,0,inf,0.2
gammapy/.github,1,1,1,0,inf,0.2
pangeo-data/pangeo-binder-template,9,1,1,0,inf,0.2
ropensci/epair,9,1,1,0,inf,0.2
ropensci/spatsoc,3105,1,1,0,inf,0.2
pydata/berlin.pydata.org,1,1,1,0,inf,0.2
MDAnalysis/.github,3,1,1,0,inf,0.2
Open-MBEE/pane-layout,16,1,1,0,inf,0.2
ropensci/pathviewr,15,1,1,0,inf,0.2
Cantera/workshop-materials,32,1,1,0,inf,0.2
pangeo-data/llc4320_pangeo,18,1,1,0,inf,0.2
spyder-ide/governance-and-guidelines,11,1,1,0,inf,0.2
MDAnalysis/mdakit-cookie,1079,1,1,0,inf,0.2
scipy/dataset-ecg,2,1,1,0,inf,0.2
scipy/dataset-ascent,3,1,1,0,inf,0.2
scipy/dataset-face,2,1,1,0,inf,0.2
MDAnalysis/get-python-version,1,1,1,0,inf,0.2
ropensci/PostcodesioR,10,1,1,0,inf,0.2
ropensci/spiro,121,1,1,0,inf,0.2
ropensci/crul,46,1,1,0,inf,0.2
ropensci/circle,76,1,1,0,inf,0.2
scientific-python/nightly-wheels,10,1,1,0,inf,0.2
ropensci/cleanEHR,2,1,1,0,inf,0.2
Open-MBEE/mms-python-client-feedstock,20,1,1,0,inf,0.2
ropensci/tif,4,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKVtkGlue,4,1,1,0,inf,0.2
ropensci/rglobi,34,1,1,0,inf,0.2
InsightSoftwareConsortium/itk-viewer-testing-data,13,1,1,0,inf,0.2
ropensci/coder,6,1,1,0,inf,0.2
pangeo-data/.github,1,1,1,0,inf,0.2
scientific-python/social-media,2,1,1,0,inf,0.2
zarr-developers/zarr-illustrations,2,1,1,0,inf,0.2
pymc-devs/paper,3,1,1,0,inf,0.2
Open-MBEE/mms5-k8s,4,1,1,0,inf,0.2
ropensci/ijtiff,20,1,1,0,inf,0.2
zarr-developers/zarr-illustrations-falk-2022,15,1,1,0,inf,0.2
ropensci/hunspell,20,1,1,0,inf,0.2
ropensci/antanym,3,1,1,0,inf,0.2
ropensci/addressable,2,1,1,0,inf,0.2
ropensci/cchecks,2,1,1,0,inf,0.2
ropensci/conditionz,2,1,1,0,inf,0.2
ropensci/fauxpas,2,1,1,0,inf,0.2
ropensci/finch,2,1,1,0,inf,0.2
ropensci/fulltext,2,1,1,0,inf,0.2
ropensci/geojsonlint,2,1,1,0,inf,0.2
ropensci/getlandsat,2,1,1,0,inf,0.2
ropensci/isdparser,2,1,1,0,inf,0.2
ropensci/mapr,2,1,1,0,inf,0.2
ropensci/microdemic,2,1,1,0,inf,0.2
ropensci/namext,2,1,1,0,inf,0.2
ropensci/ots,2,1,1,0,inf,0.2
ropensci/pendulum,2,1,1,0,inf,0.2
ropensci/pubchunks,2,1,1,0,inf,0.2
ropensci/randgeo,2,1,1,0,inf,0.2
ropensci/rbace,2,1,1,0,inf,0.2
ropensci/rbhl,2,1,1,0,inf,0.2
ropensci/rcitoid,2,1,1,0,inf,0.2
ropensci/rcol,2,1,1,0,inf,0.2
ropensci/rcoreoa,2,1,1,0,inf,0.2
ropensci/rorcid,2,1,1,0,inf,0.2
ropensci/zbank,2,1,1,0,inf,0.2
ropensci/trufflesniffer,2,1,1,0,inf,0.2
ropensci/timefuzz,2,1,1,0,inf,0.2
ropensci/taxview,1,1,1,0,inf,0.2
ropensci/rplos,2,1,1,0,inf,0.2
ropensci/scrubr,2,1,1,0,inf,0.2
ropensci/seasl,2,1,1,0,inf,0.2
ropensci/solrium,2,1,1,0,inf,0.2
ropensci/staypuft,2,1,1,0,inf,0.2
ropensci/geojsonio,220,1,1,0,inf,0.2
ipython/.github,2,1,1,0,inf,0.2
galaxyproject/ansible-repos,1,1,1,0,inf,0.2
ropensci/neotoma,106,1,1,0,inf,0.2
ropensci/talks,2,1,1,0,inf,0.2
networkx/grave,2,1,1,0,inf,0.2
pangeo-data/distributed-array-examples,1,1,1,0,inf,0.2
spyder-ide/Spyder-Workshop,1,1,1,0,inf,0.2
ropensci/ecoengine,2,1,1,0,inf,0.2
ropensci/ssh,36,1,1,0,inf,0.2
ropensci/cld3,27,1,1,0,inf,0.2
ropensci/cld2,21,1,1,0,inf,0.2
ropensci/graphql,15,1,1,0,inf,0.2
ropensci/rtika,8,1,1,0,inf,0.2
ropensci/hydroscoper,327,1,1,0,inf,0.2
ropensci/rredlist,72,1,1,0,inf,0.2
JuliaLang/.github,1,1,1,0,inf,0.2
WorldWideTelescope/wwt-terraform-infra,114,1,1,0,inf,0.2
ropensci/ritis,1,1,1,0,inf,0.2
dask/community,1,1,1,0,inf,0.2
scikit-image/.github,2,1,1,0,inf,0.2
SciML/DiffEqParamEstim.jl-1,1,1,1,0,inf,0.2
SciML/JuliaCon2022_Catalyst_Workshop,2,1,1,0,inf,0.2
InsightSoftwareConsortium/itk-viewer-icons,13,1,1,0,inf,0.2
InsightSoftwareConsortium/itk-viewer-color-maps,9,1,1,0,inf,0.2
ropensci/tiler,44,1,1,0,inf,0.2
gnu-octave/octave-sqlite,158,1,1,0,inf,0.2
ropensci/gistr,4,1,1,0,inf,0.2
ipython/ipython-website,8,1,1,0,inf,0.2
networkx/.github,2,1,1,0,inf,0.2
holoviz/jupyter-panel-proxy,4,1,1,0,inf,0.2
MDAnalysis/mda-xdrlib,33,1,1,0,inf,0.2
geopandas/governance,1,1,1,0,inf,0.2
ropensci/writexl,19,1,1,0,inf,0.2
zarr-developers/beautiful-zarr,116,1,1,0,inf,0.2
petsc/lapack,4,1,1,0,inf,0.2
mlpack/mlpack-wheels,321,1,1,0,inf,0.2
mlpack/mlpack-go,13,1,1,0,inf,0.2
mlpack/mlpack.jl,11,1,1,0,inf,0.2
ropensci/chromer,58,1,1,0,inf,0.2
ropensci/tabulizer,12,1,1,0,inf,0.2
dask/design-docs,12,1,1,0,inf,0.2
openfheorg/Encrypted-Circuit-Emulator,3,1,1,0,inf,0.2
galaxyproject/VGPWorkflows,2,1,1,0,inf,0.2
sympy/sympy-codegen-survey,9,1,1,0,inf,0.2
gnu-octave/pkg-funm-schur-parlett,1,1,1,0,inf,0.2
ropensci/fishbaseapi,4,1,1,0,inf,0.2
InsightSoftwareConsortium/itk-wasm-testing-data,21,1,1,0,inf,0.2
ropensci/rcites,17,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKSphinxExamplesData,11,1,1,0,inf,0.2
galaxyproject/ansible-mailman3,14,1,1,0,inf,0.2
ropensci/virtuoso,1,1,1,0,inf,0.2
ropensci/rcrossref,13,1,1,0,inf,0.2
arviz-devs/ArviZPlots.jl,5,1,1,0,inf,0.2
InsightSoftwareConsortium/cmake-w3-externaldata-upload,30,1,1,0,inf,0.2
jupyter/echo_kernel,7,1,1,0,inf,0.2
QuantEcon/ContinuousDPs.jl,2,1,1,0,inf,0.2
QuantEcon/gpu_lecture,6,1,1,0,inf,0.2
pymc-devs/pymc-sphinx-theme,13,1,1,0,inf,0.2
ropensci/pangaear,1,1,1,0,inf,0.2
ropensci/prismjs,22,1,1,0,inf,0.2
QuantEcon/game-theory-notebooks,17,1,1,0,inf,0.2
ropensci/postdoc,56,1,1,0,inf,0.2
numpy/numpy-dtypes,2,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKTestingData,8,1,1,0,inf,0.2
QuantEcon/lecture-python.docker,111,1,1,0,inf,0.2
pybamm-team/bpx-example,10,1,1,0,inf,0.2
pydata/pretalx,221,1,1,0,inf,0.2
scipy/weave,78,1,1,0,inf,0.2
zarr-developers/cookiecutter-zarr-store,11,1,1,0,inf,0.2
ropensci/phylocomr,50,1,1,0,inf,0.2
ropensci/EndoMineR,960,1,1,0,inf,0.2
SciML/NonlinearSolveMINPACK.jl,28,1,1,0,inf,0.2
ropensci/brranching,2,1,1,0,inf,0.2
galaxyproject/ansible-gxadmin,22,1,1,0,inf,0.2
